CVE,In JSON,In Benchmark,JSON CWEs,Benchmark CWEs,Matched CWEs,Only in JSON,Only in Benchmark,Has Match,Exact Match,Precision,Recall,F1 Score
CVE-2022-39073,True,True,CWE-77;CWE-20,CWE-77;CWE-20,,CWE-77;CWE-20,CWE-77;CWE-20,False,False,0.0,0.0,0
CVE-2022-39080,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39081,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39082,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39083,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39084,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39085,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39086,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39087,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39088,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39090,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39091,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39092,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39093,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39094,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39095,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39096,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39097,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39098,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39099,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-3910,True,True,CWE-416;CWE-911,CWE-911;CWE-416,,CWE-416;CWE-911,CWE-911;CWE-416,False,False,0.0,0.0,0
CVE-2022-39100,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39101,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39102,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39103,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39104,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39107,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39108,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39109,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-3911,True,True,CWE-862;CWE-352,CWE-862;CWE-352,,CWE-862;CWE-352,CWE-862;CWE-352,False,False,0.0,0.0,0
CVE-2022-39110,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39111,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39112,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39113,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39114,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39115,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39117,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39119,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39131,True,True,CWE-787;CWE-667,CWE-667;CWE-787,,CWE-787;CWE-667,CWE-667;CWE-787,False,False,0.0,0.0,0
CVE-2022-39134,True,True,CWE-416;CWE-362,CWE-362;CWE-416,,CWE-416;CWE-362,CWE-362;CWE-416,False,False,0.0,0.0,0
CVE-2022-39158,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-3917,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39173,True,True,CWE-121,CWE-121,CWE-121,,,True,True,1.0,1.0,1.0
CVE-2022-3918,True,True,CWE-113,CWE-113,CWE-113,,,True,True,1.0,1.0,1.0
CVE-2022-39186,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2022-39190,True,True,CWE-675,CWE-675,CWE-675,,,True,True,1.0,1.0,1.0
CVE-2022-39193,True,True,CWE-201,CWE-201,CWE-201,,,True,True,1.0,1.0,1.0
CVE-2022-39197,True,True,CWE-79;CWE-20,CWE-20;CWE-79,,CWE-79;CWE-20,CWE-20;CWE-79,False,False,0.0,0.0,0
CVE-2022-39199,True,True,CWE-345,CWE-345,CWE-345,,,True,True,1.0,1.0,1.0
CVE-2022-3920,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39207,True,True,CWE-1004;CWE-79,CWE-1004;CWE-79,,CWE-1004;CWE-79,CWE-1004;CWE-79,False,False,0.0,0.0,0
CVE-2022-39209,True,True,CWE-407,CWE-407,CWE-407,,,True,True,1.0,1.0,1.0
CVE-2022-39214,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-39218,True,True,CWE-336,CWE-336,CWE-336,,,True,True,1.0,1.0,1.0
CVE-2022-39219,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-39222,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39227,True,True,CWE-290,CWE-290,CWE-290,,,True,True,1.0,1.0,1.0
CVE-2022-3923,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39230,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-39232,True,True,CWE-149,CWE-149,CWE-149,,,True,True,1.0,1.0,1.0
CVE-2022-39233,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39237,True,True,CWE-347;CWE-327,CWE-347;CWE-327,,CWE-347;CWE-327,CWE-347;CWE-327,False,False,0.0,0.0,0
CVE-2022-39238,True,True,CWE-1390,CWE-1390,CWE-1390,,,True,True,1.0,1.0,1.0
CVE-2022-39243,True,True,CWE-158;CWE-88,CWE-88;CWE-158,,CWE-158;CWE-88,CWE-88;CWE-158,False,False,0.0,0.0,0
CVE-2022-39245,True,True,CWE-426,CWE-426,CWE-426,,,True,True,1.0,1.0,1.0
CVE-2022-39254,True,True,CWE-322,CWE-322,CWE-322,,,True,True,1.0,1.0,1.0
CVE-2022-39263,True,True,CWE-1390,CWE-1390,CWE-1390,,,True,True,1.0,1.0,1.0
CVE-2022-39265,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-39266,True,True,CWE-693;CWE-20,CWE-20;CWE-693,,CWE-693;CWE-20,CWE-20;CWE-693,False,False,0.0,0.0,0
CVE-2022-39267,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-39271,True,True,CWE-755,CWE-755,CWE-755,,,True,True,1.0,1.0,1.0
CVE-2022-39272,True,True,CWE-1284,CWE-1284,CWE-1284,,,True,True,1.0,1.0,1.0
CVE-2022-39274,True,True,CWE-193;CWE-787;CWE-125,CWE-125;CWE-193;CWE-787,,CWE-193;CWE-787;CWE-125,CWE-125;CWE-193;CWE-787,False,False,0.0,0.0,0
CVE-2022-39278,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-39280,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2022-39283,True,True,CWE-908,CWE-908,CWE-908,,,True,True,1.0,1.0,1.0
CVE-2022-39284,True,True,CWE-1004,CWE-1004,CWE-1004,,,True,True,1.0,1.0,1.0
CVE-2022-39286,True,True,CWE-427,CWE-427,CWE-427,,,True,True,1.0,1.0,1.0
CVE-2022-39287,True,True,CWE-319,CWE-319,CWE-319,,,True,True,1.0,1.0,1.0
CVE-2022-39289,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39293,True,True,CWE-191;CWE-787,CWE-191;CWE-787,,CWE-191;CWE-787,CWE-191;CWE-787,False,False,0.0,0.0,0
CVE-2022-39294,True,True,CWE-1284;CWE-400,CWE-400;CWE-1284,,CWE-1284;CWE-400,CWE-400;CWE-1284,False,False,0.0,0.0,0
CVE-2022-39301,True,True,CWE-434;CWE-80,CWE-80;CWE-434,,CWE-434;CWE-80,CWE-80;CWE-434,False,False,0.0,0.0,0
CVE-2022-39302,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-39306,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-39307,True,True,CWE-209,CWE-209,CWE-209,,,True,True,1.0,1.0,1.0
CVE-2022-39308,True,True,CWE-1254,CWE-1254,CWE-1254,,,True,True,1.0,1.0,1.0
CVE-2022-39313,True,True,CWE-1284,CWE-1284,CWE-1284,,,True,True,1.0,1.0,1.0
CVE-2022-39315,True,True,CWE-209,CWE-209,CWE-209,,,True,True,1.0,1.0,1.0
CVE-2022-39318,True,True,CWE-369;CWE-20,CWE-20;CWE-369,,CWE-369;CWE-20,CWE-20;CWE-369,False,False,0.0,0.0,0
CVE-2022-39322,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-39327,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-39329,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39330,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-39338,True,True,CWE-79;CWE-20,CWE-20;CWE-79,,CWE-79;CWE-20,CWE-20;CWE-79,False,False,0.0,0.0,0
CVE-2022-39340,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39341,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39342,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39343,True,True,CWE-190;CWE-119;CWE-191,CWE-191;CWE-190;CWE-119,,CWE-190;CWE-119;CWE-191,CWE-191;CWE-190;CWE-119,False,False,0.0,0.0,0
CVE-2022-39352,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39353,True,True,CWE-112,CWE-112,CWE-112,,,True,True,1.0,1.0,1.0
CVE-2022-39355,True,True,CWE-1390,CWE-1390,CWE-1390,,,True,True,1.0,1.0,1.0
CVE-2022-39356,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39365,True,True,CWE-1336,CWE-1336,CWE-1336,,,True,True,1.0,1.0,1.0
CVE-2022-39366,True,True,CWE-347,CWE-347,CWE-347,,,True,True,1.0,1.0,1.0
CVE-2022-39370,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39376,True,True,CWE-1286,CWE-1286,CWE-1286,,,True,True,1.0,1.0,1.0
CVE-2022-39392,True,True,CWE-787;CWE-125,CWE-125;CWE-787,,CWE-787;CWE-125,CWE-125;CWE-787,False,False,0.0,0.0,0
CVE-2022-39397,True,True,CWE-1230,CWE-1230,CWE-1230,,,True,True,1.0,1.0,1.0
CVE-2022-3941,True,True,CWE-117;CWE-74,CWE-74;CWE-117,,CWE-117;CWE-74,CWE-74;CWE-117,False,False,0.0,0.0,0
CVE-2022-3946,True,True,CWE-862;CWE-352,CWE-862;CWE-352,,CWE-862;CWE-352,CWE-862;CWE-352,False,False,0.0,0.0,0
CVE-2022-3952,True,True,CWE-379,CWE-379,CWE-379,,,True,True,1.0,1.0,1.0
CVE-2022-3959,True,True,CWE-334,CWE-334,CWE-334,,,True,True,1.0,1.0,1.0
CVE-2022-3961,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-3964,True,True,CWE-125,CWE-125,CWE-125,,,True,True,1.0,1.0,1.0
CVE-2022-3965,True,True,CWE-125,CWE-125,CWE-125,,,True,True,1.0,1.0,1.0
CVE-2022-3966,True,True,CWE-22,CWE-22,CWE-22,,,True,True,1.0,1.0,1.0
CVE-2022-3967,True,True,CWE-88;CWE-20,CWE-88;CWE-20,,CWE-88;CWE-20,CWE-88;CWE-20,False,False,0.0,0.0,0
CVE-2022-3970,True,True,CWE-190,CWE-190,CWE-190,,,True,True,1.0,1.0,1.0
CVE-2022-3971,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2022-3972,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2022-3973,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2022-3974,True,True,CWE-122,CWE-122,CWE-122,,,True,True,1.0,1.0,1.0
CVE-2022-3975,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2022-3979,True,True,CWE-704,CWE-704,CWE-704,,,True,True,1.0,1.0,1.0
CVE-2022-3980,True,True,CWE-611;CWE-918,CWE-611;CWE-918,,CWE-611;CWE-918,CWE-611;CWE-918,False,False,0.0,0.0,0
CVE-2022-39801,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-39803,True,True,CWE-121;CWE-825,CWE-825;CWE-121,,CWE-121;CWE-825,CWE-825;CWE-121,False,False,0.0,0.0,0
CVE-2022-39804,True,True,CWE-121;CWE-825,CWE-825;CWE-121,,CWE-121;CWE-825,CWE-825;CWE-121,False,False,0.0,0.0,0
CVE-2022-39805,True,True,CWE-121;CWE-825,CWE-825;CWE-121,,CWE-121;CWE-825,CWE-825;CWE-121,False,False,0.0,0.0,0
CVE-2022-39806,True,True,CWE-121;CWE-825,CWE-825;CWE-121,,CWE-121;CWE-825,CWE-825;CWE-121,False,False,0.0,0.0,0
CVE-2022-39807,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2022-39808,True,True,CWE-121;CWE-825,CWE-825;CWE-121,,CWE-121;CWE-825,CWE-825;CWE-121,False,False,0.0,0.0,0
CVE-2022-39811,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39812,True,True,CWE-36,CWE-36,CWE-36,,,True,True,1.0,1.0,1.0
CVE-2022-39816,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2022-39836,True,True,CWE-126;CWE-20,CWE-20;CWE-126,,CWE-126;CWE-20,CWE-20;CWE-126,False,False,0.0,0.0,0
CVE-2022-39838,True,True,CWE-36;CWE-40,CWE-40;CWE-36,,CWE-36;CWE-40,CWE-40;CWE-36,False,False,0.0,0.0,0
CVE-2022-39848,True,True,CWE-213,CWE-213,CWE-213,,,True,True,1.0,1.0,1.0
CVE-2022-39849,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39850,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39851,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39855,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39856,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39857,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39860,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39861,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-39862,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39864,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39865,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39866,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39867,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39868,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39869,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39870,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39871,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39873,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39877,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39878,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39879,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39880,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-39881,True,True,CWE-125;CWE-20,CWE-125;CWE-20,,CWE-125;CWE-20,CWE-125;CWE-20,False,False,0.0,0.0,0
CVE-2022-39883,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39884,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39885,True,True,CWE-280,CWE-280,CWE-280,,,True,True,1.0,1.0,1.0
CVE-2022-39886,True,True,CWE-280,CWE-280,CWE-280,,,True,True,1.0,1.0,1.0
CVE-2022-39887,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39889,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39890,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39892,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-39894,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39895,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39896,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-39898,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39899,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-39900,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39901,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-39902,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39904,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-39906,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39907,True,True,CWE-190;CWE-787,CWE-190;CWE-787,,CWE-190;CWE-787,CWE-190;CWE-787,False,False,0.0,0.0,0
CVE-2022-39908,True,True,CWE-787;CWE-367,CWE-787;CWE-367,,CWE-787;CWE-367,CWE-367;CWE-787,False,False,0.0,0.0,0
CVE-2022-39909,True,True,CWE-345,CWE-345,CWE-345,,,True,True,1.0,1.0,1.0
CVE-2022-39910,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-39911,True,True,CWE-703,CWE-703,CWE-703,,,True,True,1.0,1.0,1.0
CVE-2022-39913,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-39914,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-39915,True,True,CWE-927,CWE-927,CWE-927,,,True,True,1.0,1.0,1.0
CVE-2022-3993,True,True,CWE-307,CWE-307,CWE-307,,,True,True,1.0,1.0,1.0
CVE-2022-3994,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-39945,True,True,CWE-639,CWE-639,CWE-639,,,True,True,1.0,1.0,1.0
CVE-2022-39949,True,True,CWE-664,CWE-664,CWE-664,,,True,True,1.0,1.0,1.0
CVE-2022-39952,True,True,CWE-73,CWE-73,CWE-73,,,True,True,1.0,1.0,1.0
CVE-2022-39953,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2022-39959,True,True,CWE-428,CWE-428,CWE-428,,,True,True,1.0,1.0,1.0
CVE-2022-39960,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-3997,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2022-39974,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2022-39975,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-3998,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2022-3999,True,True,CWE-862;CWE-352,CWE-862;CWE-352,,CWE-862;CWE-352,CWE-862;CWE-352,False,False,0.0,0.0,0
CVE-2022-40005,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-40021,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-40022,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-40023,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2022-40036,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-40083,True,True,CWE-601;CWE-918,CWE-601;CWE-918,,CWE-601;CWE-918,CWE-601;CWE-918,False,False,0.0,0.0,0
CVE-2022-4009,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-40100,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-4011,True,True,CWE-117,CWE-117,CWE-117,,,True,True,1.0,1.0,1.0
CVE-2022-40127,True,True,CWE-94,CWE-94,CWE-94,,,True,True,1.0,1.0,1.0
CVE-2022-4014,True,True,CWE-352,CWE-352,CWE-352,,,True,True,1.0,1.0,1.0
CVE-2022-40144,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-40145,True,True,CWE-790;CWE-94,CWE-790;CWE-94,,CWE-790;CWE-94,CWE-790;CWE-94,False,False,0.0,0.0,0
CVE-2022-4015,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2022-40150,True,True,CWE-674,CWE-674,CWE-674,,,True,True,1.0,1.0,1.0
CVE-2022-40177,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-40181,True,True,CWE-84,CWE-84,CWE-84,,,True,True,1.0,1.0,1.0
CVE-2022-40188,True,True,CWE-407,CWE-407,CWE-407,,,True,True,1.0,1.0,1.0
CVE-2022-40194,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-40196,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-40202,True,True,CWE-306;CWE-502,CWE-306;CWE-502,,CWE-306;CWE-502,CWE-306;CWE-502,False,False,0.0,0.0,0
CVE-2022-40216,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-40227,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-40231,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-40235,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-40237,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-40238,True,True,CWE-502,CWE-502,CWE-502,,,True,True,1.0,1.0,1.0
CVE-2022-4024,True,True,CWE-862;CWE-352,CWE-862;CWE-352,,CWE-862;CWE-352,CWE-862;CWE-352,False,False,0.0,0.0,0
CVE-2022-40242,True,True,CWE-1392,CWE-1392,CWE-1392,,,True,True,1.0,1.0,1.0
CVE-2022-40248,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2022-40257,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2022-40258,True,True,CWE-916,CWE-916,CWE-916,,,True,True,1.0,1.0,1.0
CVE-2022-40259,True,True,CWE-1392,CWE-1392,CWE-1392,,,True,True,1.0,1.0,1.0
CVE-2022-40263,True,True,CWE-798,CWE-798,CWE-798,,,True,True,1.0,1.0,1.0
CVE-2022-40265,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-40266,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-40267,True,True,CWE-337,CWE-337,CWE-337,,,True,True,1.0,1.0,1.0
CVE-2022-40269,True,True,CWE-290,CWE-290,CWE-290,,,True,True,1.0,1.0,1.0
CVE-2022-40276,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-40277,True,True,CWE-1286,CWE-1286,CWE-1286,,,True,True,1.0,1.0,1.0
CVE-2022-40282,True,True,CWE-138;CWE-78,CWE-78;CWE-138,,CWE-138;CWE-78,CWE-78;CWE-138,False,False,0.0,0.0,0
CVE-2022-4029,True,True,CWE-138;CWE-116;CWE-79,CWE-79;CWE-138;CWE-116,,CWE-138;CWE-116;CWE-79,CWE-79;CWE-138;CWE-116,False,False,0.0,0.0,0
CVE-2022-40295,True,True,CWE-759,CWE-759,CWE-759,,,True,True,1.0,1.0,1.0
CVE-2022-40298,True,True,CWE-277,CWE-277,CWE-277,,,True,True,1.0,1.0,1.0
CVE-2022-40299,True,True,CWE-377;CWE-330,CWE-377;CWE-330,,CWE-377;CWE-330,CWE-377;CWE-330,False,False,0.0,0.0,0
CVE-2022-40304,True,True,CWE-415,CWE-415,CWE-415,,,True,True,1.0,1.0,1.0
CVE-2022-40306,True,True,CWE-799,CWE-799,CWE-799,,,True,True,1.0,1.0,1.0
CVE-2022-40307,True,True,CWE-416;CWE-362,CWE-362;CWE-416,,CWE-416;CWE-362,CWE-362;CWE-416,False,False,0.0,0.0,0
CVE-2022-40316,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-40320,True,True,CWE-126,CWE-126,CWE-126,,,True,True,1.0,1.0,1.0
CVE-2022-4033,True,True,CWE-1287,CWE-1287,CWE-1287,,,True,True,1.0,1.0,1.0
CVE-2022-4036,True,True,CWE-328;CWE-804,CWE-804;CWE-328,,CWE-328;CWE-804,CWE-804;CWE-328,False,False,0.0,0.0,0
